=== Voting System Log ===
Station              | Presenting           | Validated            | Rejected             | Voted                | Exit Poll            | Approached           | Truth                | Lied                 | Votes A       | Votes B       | Exit A        | Exit B        
321,435,791,892      |                      |                      |                      |                      |                      | 198                  |                      |                      |  21           | 21           | 2            | 3           
321,435,791,892      |                      |                      |                      |                      |                      |                      |                      |                      |  21           | 21           | 3            | 3           
321,435,791,892      |                      |                      |                      | 198                  |                      |                      |                      |                      |  22           | 21           | 3            | 3           
321,435,791,892      |                      |                      |                      |                      | 198                  |                      |                      |                      |  22           | 21           | 3            | 3           
321,435,892          | 791                  |                      |                      |                      | 198                  |                      |                      |                      |  22           | 21           | 3            | 3           
321,435,315,892      | 791                  |                      |                      |                      | 198                  |                      |                      |                      |  22           | 21           | 3            | 3           
321,435,315,892      | 791                  |                      |                      |                      |                      |                      |                      |                      |  22           | 21           | 3            | 3           
321,435,315,892      |                      | 791                  |                      |                      |                      |                      |                      |                      |  22           | 21           | 3            | 3           
321,435,315,892      |                      |                      |                      | 791                  |                      |                      |                      |                      |  23           | 21           | 3            | 3           
321,435,315,892      |                      |                      |                      |                      | 791                  |                      |                      |                      |  23           | 21           | 3            | 3           
321,435,967,315,892  |                      |                      |                      |                      | 791                  |                      |                      |                      |  23           | 21           | 3            | 3           
321,967,315,892      | 435                  |                      |                      |                      | 791                  |                      |                      |                      |  23           | 21           | 3            | 3           
321,967,315,892      | 435                  |                      |                      |                      |                      |                      |                      |                      |  23           | 21           | 3            | 3           
321,967,315,892      |                      | 435                  |                      |                      |                      |                      |                      |                      |  23           | 21           | 3            | 3           
321,967,315,892      |                      |                      |                      | 435                  |                      |                      |                      |                      |  24           | 21           | 3            | 3           
321,967,315,892      |                      |                      |                      |                      | 435                  |                      |                      |                      |  24           | 21           | 3            | 3           
321,177,967,315,892  |                      |                      |                      |                      | 435                  |                      |                      |                      |  24           | 21           | 3            | 3           
177,967,315,892      | 321                  |                      |                      |                      | 435                  |                      |                      |                      |  24           | 21           | 3            | 3           
177,967,315,892      | 321                  |                      |                      |                      |                      |                      |                      |                      |  24           | 21           | 3            | 3           
177,967,315,892      |                      | 321                  |                      |                      |                      |                      |                      |                      |  24           | 21           | 3            | 3           
177,967,315,892      |                      |                      |                      | 321                  |                      |                      |                      |                      |  25           | 21           | 3            | 3           
177,967,315,892      |                      |                      |                      |                      | 321                  |                      |                      |                      |  25           | 21           | 3            | 3           
177,967,315,907,892  |                      |                      |                      |                      | 321                  |                      |                      |                      |  25           | 21           | 3            | 3           
177,967,315,907      | 892                  |                      |                      |                      | 321                  |                      |                      |                      |  25           | 21           | 3            | 3           
177,967,315,907      | 892                  |                      |                      |                      |                      |                      |                      |                      |  25           | 21           | 3            | 3           
177,967,315,907      |                      | 892                  |                      |                      |                      |                      |                      |                      |  25           | 21           | 3            | 3           
177,967,315,907      |                      |                      |                      | 892                  |                      |                      |                      |                      |  25           | 22           | 3            | 3           
177,967,315,907      |                      |                      |                      |                      | 892                  |                      |                      |                      |  25           | 22           | 3            | 3           
177,967,907          | 315                  |                      |                      |                      | 892                  |                      |                      |                      |  25           | 22           | 3            | 3           
177,967,907,399      | 315                  |                      |                      |                      | 892                  |                      |                      |                      |  25           | 22           | 3            | 3           
177,967,907,399      | 315                  |                      |                      |                      |                      |                      |                      |                      |  25           | 22           | 3            | 3           
177,967,907,399      |                      | 315                  |                      |                      |                      |                      |                      |                      |  25           | 22           | 3            | 3           
177,967,907,399      |                      |                      |                      | 315                  |                      |                      |                      |                      |  25           | 23           | 3            | 3           
177,967,907,399      |                      |                      |                      |                      | 315                  |                      |                      |                      |  25           | 23           | 3            | 3           
177,661,967,907,399  |                      |                      |                      |                      | 315                  |                      |                      |                      |  25           | 23           | 3            | 3           
177,661,907,399      | 967                  |                      |                      |                      | 315                  |                      |                      |                      |  25           | 23           | 3            | 3           
177,661,907,399      | 967                  |                      |                      |                      |                      |                      |                      |                      |  25           | 23           | 3            | 3           
177,661,907,399      |                      | 967                  |                      |                      |                      |                      |                      |                      |  25           | 23           | 3            | 3           
177,661,907,399      |                      |                      |                      | 967                  |                      |                      |                      |                      |  26           | 23           | 3            | 3           
177,661,907,399      |                      |                      |                      |                      | 967                  |                      |                      |                      |  26           | 23           | 3            | 3           
177,708,661,907,399  |                      |                      |                      |                      | 967                  |                      |                      |                      |  26           | 23           | 3            | 3           
708,661,907,399      | 177                  |                      |                      |                      | 967                  |                      |                      |                      |  26           | 23           | 3            | 3           
708,661,907,399      | 177                  |                      |                      |                      |                      |                      |                      |                      |  26           | 23           | 3            | 3           
708,661,907,399      |                      | 177                  |                      |                      |                      |                      |                      |                      |  26           | 23           | 3            | 3           
708,661,907,399      |                      |                      |                      | 177                  |                      |                      |                      |                      |  27           | 23           | 3            | 3           
708,661,907,399      |                      |                      |                      |                      | 177                  |                      |                      |                      |  27           | 23           | 3            | 3           
753,708,661,907,399  |                      |                      |                      |                      | 177                  |                      |                      |                      |  27           | 23           | 3            | 3           
753,708,661,399      | 907                  |                      |                      |                      | 177                  |                      |                      |                      |  27           | 23           | 3            | 3           
753,708,661,399      | 907                  |                      |                      |                      |                      |                      |                      |                      |  27           | 23           | 3            | 3           
753,708,661,399      |                      | 907                  |                      |                      |                      |                      |                      |                      |  27           | 23           | 3            | 3           
753,708,661,399      |                      |                      |                      | 907                  |                      |                      |                      |                      |  27           | 24           | 3            | 3           
753,708,661,399      |                      |                      |                      |                      | 907                  |                      |                      |                      |  27           | 24           | 3            | 3           
753,708,661          | 399                  |                      |                      |                      | 907                  |                      |                      |                      |  27           | 24           | 3            | 3           
753,708,661          | 399                  |                      |                      |                      |                      |                      |                      |                      |  27           | 24           | 3            | 3           
753,708,661          |                      | 399                  |                      |                      |                      |                      |                      |                      |  27           | 24           | 3            | 3           
753,708,661          |                      |                      |                      | 399                  |                      |                      |                      |                      |  27           | 25           | 3            | 3           
753,708,661          |                      |                      |                      |                      | 399                  |                      |                      |                      |  27           | 25           | 3            | 3           
753,708              | 661                  |                      |                      |                      | 399                  |                      |                      |                      |  27           | 25           | 3            | 3           
753,708              | 661                  |                      |                      |                      |                      |                      |                      |                      |  27           | 25           | 3            | 3           
753,708              |                      | 661                  |                      |                      |                      |                      |                      |                      |  27           | 25           | 3            | 3           
753,708              |                      |                      |                      | 661                  |                      |                      |                      |                      |  28           | 25           | 3            | 3           
753,708              |                      |                      |                      |                      | 661                  |                      |                      |                      |  28           | 25           | 3            | 3           
753                  | 708                  |                      |                      |                      | 661                  |                      |                      |                      |  28           | 25           | 3            | 3           
753                  | 708                  |                      |                      |                      |                      |                      |                      |                      |  28           | 25           | 3            | 3           
753                  |                      | 708                  |                      |                      |                      |                      |                      |                      |  28           | 25           | 3            | 3           
753                  |                      |                      |                      | 708                  |                      |                      |                      |                      |  28           | 26           | 3            | 3           
                     | 753                  |                      |                      | 708                  |                      |                      |                      |                      |  28           | 26           | 3            | 3           
                     | 753                  |                      |                      |                      | 708                  |                      |                      |                      |  28           | 26           | 3            | 3           
                     | 753                  |                      |                      |                      |                      |                      |                      |                      |  28           | 26           | 3            | 3           
                     |                      | 753                  |                      |                      |                      |                      |                      |                      |  28           | 26           | 3            | 3           
                     |                      |                      |                      | 753                  |                      |                      |                      |                      |  28           | 27           | 3            | 3           
                     |                      |                      |                      |                      | 753                  |                      |                      |                      |  28           | 27           | 3            | 3           
                     |                      |                      |                      |                      |                      |                      |                      |                      |  28           | 27           | 3            | 3           
